System,Type,RA(deg),Dec(deg),Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Teff,err,err,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup,errdn,loggA,errup,errdn,rho_A,errup,errdn,e,errup,errdown,a(AU),errup,errdown,M_b,errup,errdn,R_b,errup,errdn,g_b,errup,errdn,rho_b,errup,errdn,Teq,err,err,Lambda,err,err,Psi,err,err
Kepler-355b,KTEP,285.79946,42.81178,15.22,13.67,0.2056,0.02,2455195.338,0.01661,11.03189,0.000338,6184,250,250,-0.05,0.5,0.5,1.143,-1,-1,1.066,0.478,0.478,4.441,0.3,0.3,1.331,0.399,0.399,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13,0.059,0.059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-355c,KTEP,285.79946,42.81178,15.22,13.67,0.284,0.06,2454980.705,0.00714,25.762294,0.000267,6184,250,250,-0.05,0.5,0.5,1.143,-1,-1,1.066,0.478,0.478,4.441,0.3,0.3,1.331,0.399,0.399,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.242,0.109,0.109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-356b,KTEP,292.42108,37.68281,13.1,11.7,0.1238,0.01,2454965.775,0.00268,4.612696,0.000021,6133,100,100,-0.02,0.1,0.1,1.162,-1,-1,1.335,0.243,0.243,4.256,0.15,0.15,0.689,0.326,0.326,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0.026,0.026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-356c,KTEP,292.42108,37.68281,13.1,11.7,0.1511,0.02,2454966.393,0.00407,13.121632,0.000088,6133,100,100,-0.02,0.1,0.1,1.162,-1,-1,1.335,0.243,0.243,4.256,0.15,0.15,0.689,0.326,0.326,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.161,0.029,0.029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-357b,KTEP,291.24308,44.00872,15.84,13.4,0.1105,0.05,2454970.579,0.00323,6.475434,0.000034,5036,200,200,0.05,0.5,0.5,0.804,-1,-1,0.834,0.487,0.487,4.503,0.3,0.3,1.956,1.082,1.082,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.164,0.096,0.096,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-357c,KTEP,291.24308,44.00872,15.84,13.4,0.084,0.08,2454975.343,0.00299,16.85837,0.000081,5036,200,200,0.05,0.5,0.5,0.804,-1,-1,0.834,0.487,0.487,4.503,0.3,0.3,1.956,1.082,1.082,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.238,0.14,0.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-357d,KTEP,291.24308,44.00872,15.84,13.4,0.2747,0.11,2454972.049,0.00538,49.499875,0.00046,5036,200,200,0.05,0.5,0.5,0.804,-1,-1,0.834,0.487,0.487,4.503,0.3,0.3,1.956,1.082,1.082,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.306,0.182,0.182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-358b,KTEP,293.23021,48.28136,15.54,13.65,0.1025,0.08,2454974.363,0.00332,34.060467,0.000194,5908,200,200,-0.03,0.5,0.5,1.057,-1,-1,0.954,0.476,0.476,4.504,0.3,0.3,1.718,0.514,0.514,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.243,0.121,0.121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-358c,KTEP,293.23021,48.28136,15.54,13.65,0.2537,0.09,2455021.538,0.00504,83.488369,0.00083,5908,200,200,-0.03,0.5,0.5,1.057,-1,-1,0.954,0.476,0.476,4.504,0.3,0.3,1.718,0.514,0.514,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.254,0.128,0.128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-359b,KTEP,293.29363,42.19636,16.04,14.48,0.1785,0.11,2455208.284,0.00369,25.563222,0.000202,6248,250,250,-0.04,0.5,0.5,1.151,-1,-1,1.086,0.503,0.503,4.429,0.3,0.3,1.268,0.449,0.449,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.315,0.146,0.146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-359c,KTEP,293.29363,42.19636,16.04,14.48,0.1734,0.16,2454972.941,0.00667,57.68802,0.000545,6248,250,250,-0.04,0.5,0.5,1.151,-1,-1,1.086,0.503,0.503,4.429,0.3,0.3,1.268,0.449,0.449,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.384,0.178,0.178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-359d,KTEP,293.29363,42.19636,16.04,14.48,0.1448,0.09,2455035.674,0.01213,77.095691,0.001453,6248,250,250,-0.04,0.5,0.5,1.151,-1,-1,1.086,0.503,0.503,4.429,0.3,0.3,1.268,0.449,0.449,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.358,0.17,0.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-360b,KTEP,286.28471,44.78156,14.99,13.22,0.0963,0.02,2454964.756,0.00213,3.289672,0.000012,6053,200,200,-0.12,0.5,0.5,1.077,-1,-1,1.058,0.501,0.501,4.423,0.3,0.3,1.283,0.397,0.397,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.147,0.07,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-360c,KTEP,286.28471,44.78156,14.99,13.22,0.0586,0.04,2454969.623,0.00263,7.186434,0.000029,6053,200,200,-0.12,0.5,0.5,1.077,-1,-1,1.058,0.501,0.501,4.423,0.3,0.3,1.283,0.397,0.397,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.187,0.089,0.089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-361b,KTEP,296.80342,46.74114,13.68,12.19,0.2157,0.01,2454971.017,0.00464,8.486616,0.000084,6169,100,100,-0.04,0.1,0.1,1.167,-1,-1,1.343,0.255,0.255,4.254,0.15,0.15,0.68,0.322,0.322,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.129,0.025,0.025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-361c,KTEP,296.80342,46.74114,13.68,12.19,0.382,0.03,2455013.75,0.00573,55.188023,0.000655,6169,100,100,-0.04,0.1,0.1,1.167,-1,-1,1.343,0.255,0.255,4.254,0.15,0.15,0.68,0.322,0.322,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.225,0.043,0.043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-362b,KTEP,291.77163,47.52989,14.66,12.78,0.0751,0.01,2454972.379,0.00577,10.327186,0.000101,5788,200,200,-0.72,0.5,0.5,0.824,-1,-1,0.722,0.304,0.304,4.639,0.3,0.3,3.091,0.959,0.959,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079,0.034,0.034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-362c,KTEP,291.77163,47.52989,14.66,12.78,0.1987,0.04,2454967.358,0.00452,37.866281,0.000298,5788,200,200,-0.72,0.5,0.5,0.824,-1,-1,0.722,0.304,0.304,4.639,0.3,0.3,3.091,0.959,0.959,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.129,0.054,0.054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-363b,KTEP,283.19208,41.30539,13.53,11.69,0.1417,0.01,2454967.697,0.00852,3.614568,0.000053,5593,100,100,0.34,0.1,0.1,1.133,-1,-1,1.485,0.231,0.231,4.152,0.15,0.15,0.488,0.246,0.246,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.103,0.017,0.017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-363c,KTEP,283.19208,41.30539,13.53,11.69,0.2042,0.01,2454965.954,0.00492,7.542427,0.000058,5593,100,100,0.34,0.1,0.1,1.133,-1,-1,1.485,0.231,0.231,4.152,0.15,0.15,0.488,0.246,0.246,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.151,0.024,0.024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-363d,KTEP,283.19208,41.30539,13.53,11.69,0.2646,0.02,2454975.105,0.00443,11.932125,0.000093,5593,100,100,0.34,0.1,0.1,1.133,-1,-1,1.485,0.231,0.231,4.152,0.15,0.15,0.488,0.246,0.246,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.183,0.036,0.036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-364b,KTEP,281.56996,47.39869,13.73,12.38,0.291,0.01,2454968.951,0.01321,25.745718,0.000548,6108,125,125,-0.11,0.1,0.1,1.103,-1,-1,1.284,0.249,0.249,4.273,0.15,0.15,0.735,0.363,0.363,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.138,0.033,0.033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-364c,KTEP,281.56996,47.39869,13.73,12.38,0.2743,0.03,2455009.15,0.00697,59.980627,0.000879,6108,125,125,-0.11,0.1,0.1,1.103,-1,-1,1.284,0.249,0.249,4.273,0.15,0.15,0.735,0.363,0.363,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.192,0.037,0.037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-365b,KTEP,295.62658,49.13042,14.82,13.14,0.1372,0.03,2454965.01,0.00403,10.664903,0.000069,6012,200,200,-0.05,0.5,0.5,1.084,-1,-1,1.048,0.487,0.487,4.434,0.3,0.3,1.329,0.419,0.419,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.182,0.087,0.087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-365c,KTEP,295.62658,49.13042,14.82,13.14,0.1609,0.02,2454979.905,0.0077,17.784129,0.000215,6012,200,200,-0.05,0.5,0.5,1.084,-1,-1,1.048,0.487,0.487,4.434,0.3,0.3,1.329,0.419,0.419,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.146,0.069,0.069,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-366b,KTEP,296.85204,49.08444,14.96,13.35,0.1188,0.02,2454965.419,0.0037,3.281959,0.000022,6209,200,200,-0.08,0.5,0.5,1.13,-1,-1,1.048,0.47,0.47,4.452,0.3,0.3,1.385,0.389,0.389,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13,0.059,0.059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-366c,KTEP,296.85204,49.08444,14.96,13.35,0.2016,0.03,2454968.029,0.0055,12.51616,0.000095,6209,200,200,-0.08,0.5,0.5,1.13,-1,-1,1.048,0.47,0.47,4.452,0.3,0.3,1.385,0.389,0.389,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.16,0.072,0.072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-367b,KTEP,297.29242,49.98164,13.16,10.67,0.193,0.02,2454974.098,0.00455,37.815724,0.000279,4710,100,100,0.08,0.1,0.1,0.751,-1,-1,0.695,0.037,0.037,4.631,0.15,0.15,3.158,0.393,0.393,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.116,0.014,0.014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-367c,KTEP,297.29242,49.98164,13.16,10.67,0.2182,0.03,2455004.184,0.00434,53.578637,0.000382,4710,100,100,0.08,0.1,0.1,0.751,-1,-1,0.695,0.037,0.037,4.631,0.15,0.15,3.158,0.393,0.393,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.107,0.014,0.014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-368b,KTEP,291.88004,45.38794,13.02,11.17,0.4202,0.03,2454975.168,0.00668,26.84768,0.000326,5502,206,206,0.08,0.1,0.1,1.161,-1,-1,2.019,0.559,0.559,3.903,0.35,0.35,0.199,0.364,0.364,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.291,0.081,0.081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-368c,KTEP,291.88004,45.38794,13.02,11.17,0.3202,0.04,2455012.534,0.0127,72.379334,0.00137,5502,206,206,0.08,0.1,0.1,1.161,-1,-1,2.019,0.559,0.559,3.903,0.35,0.35,0.199,0.364,0.364,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.346,0.096,0.096,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-369b,KTEP,293.67421,47.90847,16.43,12.39,0.0432,0.06,2455187.096,0.00151,2.732756,0.000009,3591,100,100,-0.1,0.1,0.1,0.492,-1,-1,0.471,0.014,0.014,4.785,0.1,0.1,6.645,0.318,0.318,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.101,0.005,0.005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-369c,KTEP,293.67421,47.90847,16.43,12.39,0.1011,0.09,2454970.691,0.00367,14.871572,0.000083,3591,100,100,-0.1,0.1,0.1,0.492,-1,-1,0.471,0.014,0.014,4.785,0.1,0.1,6.645,0.318,0.318,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.126,0.005,0.005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-370b,KTEP,292.17112,40.91631,15.37,13.55,0.1367,0.02,2454968.097,0.00564,4.57953,0.000041,5852,200,200,-0.12,0.5,0.5,1.001,-1,-1,0.9,0.416,0.416,4.531,0.3,0.3,1.938,0.607,0.607,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.142,0.07,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-370c,KTEP,292.17112,40.91631,15.37,13.55,0.1424,0.04,2454972.662,0.0054,19.02293,0.000177,5852,200,200,-0.12,0.5,0.5,1.001,-1,-1,0.9,0.416,0.416,4.531,0.3,0.3,1.938,0.607,0.607,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,0.079,0.079,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-371b,KTEP,292.32646,38.65758,14,12.34,0.1739,0.03,2454994.735,0.00644,34.763278,0.000351,5666,146,146,-0.36,0.1,0.1,0.868,-1,-1,0.992,0.249,0.249,4.39,0.15,0.15,1.254,0.649,0.649,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.169,0.046,0.046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-371c,KTEP,292.32646,38.65758,14,12.34,0.3251,0.03,2454996.563,0.00949,67.968015,0.00107,5666,146,146,-0.36,0.1,0.1,0.868,-1,-1,0.992,0.249,0.249,4.39,0.15,0.15,1.254,0.649,0.649,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.159,0.04,0.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-372b,KTEP,291.25621,49.25894,14.98,13.55,0.1717,0.01,2454967.681,0.01274,6.849692,0.000134,6509,200,200,-0.14,0.5,0.5,1.198,-1,-1,1.137,0.488,0.488,4.405,0.3,0.3,1.15,0.373,0.373,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.121,0.053,0.053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-372c,KTEP,291.25621,49.25894,14.98,13.55,0.2513,0.03,2454969.58,0.00595,20.053763,0.00019,6509,200,200,-0.14,0.5,0.5,1.198,-1,-1,1.137,0.488,0.488,4.405,0.3,0.3,1.15,0.373,0.373,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.186,0.08,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-372d,KTEP,291.25621,49.25894,14.98,13.55,0.3125,0.02,2454982.031,0.01474,30.092568,0.00068,6509,200,200,-0.14,0.5,0.5,1.198,-1,-1,1.137,0.488,0.488,4.405,0.3,0.3,1.15,0.373,0.373,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.151,0.065,0.065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-373b,KTEP,289.388,50.59706,14.67,12.85,0.1193,0.02,2454965.76,0.00318,5.535309,0.000029,5787,200,200,-0.27,0.5,0.5,0.948,-1,-1,0.845,0.418,0.418,4.562,0.3,0.3,2.216,0.718,0.718,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.121,0.06,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-373c,KTEP,289.388,50.59706,14.67,12.85,0.1198,0.02,2454976.749,0.00671,16.725948,0.000227,5787,200,200,-0.27,0.5,0.5,0.948,-1,-1,0.845,0.418,0.418,4.562,0.3,0.3,2.216,0.718,0.718,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.111,0.055,0.055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-374b,KTEP,294.13792,42.3705,14.85,13.13,0.11,0.01,2454965.679,0.00407,1.897806,0.000011,5977,200,200,-0.44,0.5,0.5,0.91,-1,-1,0.911,0.474,0.474,4.479,0.3,0.3,1.699,0.637,0.637,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.092,0.048,0.048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-374c,KTEP,294.13792,42.3705,14.85,13.13,0.1379,0.01,2454964.9,0.00375,3.282807,0.00002,5977,200,200,-0.44,0.5,0.5,0.91,-1,-1,0.911,0.474,0.474,4.479,0.3,0.3,1.699,0.637,0.637,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.098,0.051,0.051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-374d,KTEP,294.13792,42.3705,14.85,13.13,0.1433,0.02,2454967.107,0.00447,5.028219,0.00004,5977,200,200,-0.44,0.5,0.5,0.91,-1,-1,0.911,0.474,0.474,4.479,0.3,0.3,1.699,0.637,0.637,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.117,0.062,0.062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-375b,KTEP,288.61792,48.09842,15.86,14.08,0.1267,0.03,2454975.104,0.00691,12.125934,0.000204,5826,200,200,-0.2,0.5,0.5,0.941,-1,-1,0.837,0.291,0.291,4.567,0.3,0.3,2.265,0.807,0.807,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.129,0.045,0.045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-375c,KTEP,288.61792,48.09842,15.86,14.08,0.1587,0.06,2454968.523,0.00545,19.986326,0.000184,5826,200,200,-0.2,0.5,0.5,0.941,-1,-1,0.837,0.291,0.291,4.567,0.3,0.3,2.265,0.807,0.807,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.236,0.086,0.086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-376b,KTEP,291.60717,38.41039,13.87,12.32,0.1631,0.01,2454968.408,0.00788,4.920199,0.000073,5900,100,100,-0.16,0.1,0.1,0.991,-1,-1,1.175,0.234,0.234,4.303,0.15,0.15,0.862,0.447,0.447,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.095,0.02,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-376c,KTEP,291.60717,38.41039,13.87,12.32,0.1087,0.02,2454975.598,0.00444,14.172327,0.000108,5900,100,100,-0.16,0.1,0.1,0.991,-1,-1,1.175,0.234,0.234,4.303,0.15,0.15,0.862,0.447,0.447,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.16,0.032,0.032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-377b,KTEP,295.422,38.73569,13.99,12.46,0.1676,0.01,2454970.008,0.01348,12.509529,0.000257,5949,128,128,-0.01,0.1,0.1,1.081,-1,-1,1.224,0.229,0.229,4.303,0.15,0.15,0.832,0.391,0.391,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.124,0.024,0.024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-377c,KTEP,295.422,38.73569,13.99,12.46,0.2407,0.03,2454965.508,0.00837,27.014976,0.000347,5949,128,128,-0.01,0.1,0.1,1.081,-1,-1,1.224,0.229,0.229,4.303,0.15,0.15,0.832,0.391,0.391,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.184,0.035,0.035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-378b,KTEP,294.94858,46.43864,12.79,10.2,0.0807,0.01,2454975.513,0.00296,16.092361,0.000073,4661,100,100,0.03,0.1,0.1,0.728,-1,-1,0.671,0.035,0.035,4.647,0.15,0.15,3.402,0.397,0.397,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.067,0.013,0.013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-378c,KTEP,294.94858,46.43864,12.79,10.2,0.1268,0.01,2454991.822,0.00444,28.906009,0.000216,4661,100,100,0.03,0.1,0.1,0.728,-1,-1,0.671,0.035,0.035,4.647,0.15,0.15,3.402,0.397,0.397,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.062,0.004,0.004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-379b,KTEP,295.70112,38.94583,13.48,12,0.2127,0.02,2455040.576,0.00529,20.09838,0.00018,6054,100,100,0.05,0.1,0.1,1.151,-1,-1,1.306,0.237,0.237,4.273,0.15,0.15,0.729,0.335,0.335,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.148,0.028,0.028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-379c,KTEP,295.70112,38.94583,13.48,12,0.1949,0.03,2454990.304,0.00544,62.784697,0.000661,6054,100,100,0.05,0.1,0.1,1.151,-1,-1,1.306,0.237,0.237,4.273,0.15,0.15,0.729,0.335,0.335,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.204,0.038,0.038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-380b,KTEP,282.39463,48.75914,13.78,12.28,0.1234,0.01,2454968.199,0.00643,3.930821,0.000038,6045,147,147,-0.16,0.1,0.1,1.054,-1,-1,1.224,0.242,0.242,4.293,0.15,0.15,0.811,0.406,0.406,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.106,0.021,0.021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-380c,KTEP,282.39463,48.75914,13.78,12.28,0.1229,0.01,2454970.081,0.00585,7.630004,0.000073,6045,147,147,-0.16,0.1,0.1,1.054,-1,-1,1.224,0.242,0.242,4.293,0.15,0.15,0.811,0.406,0.406,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.113,0.025,0.025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-381b,KTEP,285.18279,43.83108,10.7,9.5,0.163,0,2454967.746,0.00277,5.629021,0.000028,6152,100,100,-0.18,0.1,0.1,1.178,-1,-1,1.568,0.35,0.35,4.12,0.18,0.18,0.431,0.321,0.321,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.088,0.02,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-381c,KTEP,285.18279,43.83108,10.7,9.5,0.1424,0,2454966.055,0.00424,13.391635,0.000129,6152,100,100,-0.18,0.1,0.1,1.178,-1,-1,1.568,0.35,0.35,4.12,0.18,0.18,0.431,0.321,0.321,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.022,0.022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-382b,KTEP,299.13617,45.86992,14.84,12.89,0.1345,0.02,2454969.368,0.00573,5.262155,0.000047,5600,200,200,-0.31,0.5,0.5,0.817,-1,-1,0.945,0.452,0.452,4.401,0.3,0.3,1.366,0.696,0.696,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.118,0.056,0.056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-382c,KTEP,299.13617,45.86992,14.84,12.89,0.0816,0.03,2454970.533,0.00493,12.162701,0.000109,5600,200,200,-0.31,0.5,0.5,0.817,-1,-1,0.945,0.452,0.452,4.401,0.3,0.3,1.366,0.696,0.696,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.142,0.069,0.069,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-383b,KTEP,291.34258,38.36314,15.39,12.67,0.1384,0.04,2454977.32,0.00557,12.904532,0.000121,4710,200,200,-0.16,0.5,0.5,0.691,-1,-1,0.672,0.265,0.265,4.624,0.3,0.3,3.214,1.173,1.173,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.118,0.046,0.046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-383c,KTEP,291.34258,38.36314,15.39,12.67,0.1549,0.03,2454973.076,0.0071,31.200751,0.000354,4710,200,200,-0.16,0.5,0.5,0.691,-1,-1,0.672,0.265,0.265,4.624,0.3,0.3,3.214,1.173,1.173,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.111,0.044,0.044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-384b,KTEP,286.02613,44.78286,13.73,12.03,0.2513,0.02,2454973.42,0.00748,22.597053,0.000243,5577,145,145,-0.39,0.1,0.1,0.836,-1,-1,0.882,0.251,0.251,4.475,0.15,0.15,1.72,0.714,0.714,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.029,0.029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-384c,KTEP,286.02613,44.78286,13.73,12.03,0.194,0.02,2454975.251,0.00907,45.348269,0.000779,5577,145,145,-0.39,0.1,0.1,0.836,-1,-1,0.882,0.251,0.251,4.475,0.15,0.15,1.72,0.714,0.714,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.101,0.029,0.029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
